Element,Attribute
ESP-918,1
ESP-919,1
ESP-92,8
ESP-920,1
ESP-921,1
ESP-922,1
ESP-923,4
ESP-924,1
ESP-925,1
ESP-926,1
ESP-927,1
ESP-928,1
ESP-929,1
ESP-93,1
ESP-930,1
ESP-931,1
ESP-932,1
ESP-933,1
ESP-934,1
ESP-936,1
ESP-937,1
ESP-938,1
ESP-939,1
ESP-94,1
ESP-940,1
ESP-941,1
ESP-942,1
ESP-943,1
ESP-944,1
ESP-945,1
ESP-946,2
ESP-947,1
ESP-948,2
ESP-949,1
ESP-95,3
ESP-950,1
ESP-951,1
ESP-952,1
ESP-953,1
ESP-954,1
ESP-955,1
ESP-956,1
ESP-957,2
ESP-958,2
ESP-959,1
ESP-96,2
ESP-960,1
ESP-961,2
ESP-962,1
ESP-963,1
ESP-964,1
ESP-965,1
ESP-966,1
ESP-967,3
ESP-968,1
ESP-969,2
ESP-97,1
ESP-970,1
ESP-971,1
ESP-972,1
ESP-973,2
ESP-974,1
ESP-975,2
ESP-976,1
ESP-977,1
ESP-978,2
ESP-979,1
ESP-98,1
ESP-980,1
ESP-981,1
ESP-982,6
ESP-983,1
ESP-984,2
ESP-985,1
ESP-986,1
ESP-987,1
ESP-988,2
ESP-989,2
ESP-99,1
ESP-990,1
ESP-991,1
ESP-992,1
ESP-993,1
ESP-994,1
ESP-995,1
ESP-996,1
ESP-997,2
ESP-998,12
ESP-999,1
5,5268
6,122
7,43
8,74
9,424
10,120
11,89
12,90
13,101
14,223
15,4218
16,4363
18,44
19,21
20,1145
50,16392
99,47
21000,27
21016,15
21018,4
21023,1
21025,1
21029,1
21031,2
21033,2
21037,1
21042,1
21043,1
21045,9
30000,9
30004,1
30005,2
30006,1
30010,1
30011,5
30014,2
31000,31
31004,1
41000,15
41101,2
41103,7
41104,6
41107,2
41108,2
41109,5
41110,2
41111,2
41112,2
41114,74
41116,22
41119,13
41120,5
41121,39
41122,88
41123,2
41124,27
41126,2
41127,7
41128,16
41130,8
41135,190
41140,25
41141,1
41142,1
41301,50
41302,25
41303,1
41304,34
41305,4
41306,2
41307,11
41308,2
41309,3
41310,3
41312,2
41313,18
41314,1
41315,1
41316,5
42000,15
42001,1
42003,1
42004,2
43000,1
44000,51
44001,1
44002,1
44004,9
44007,1
45000,1
45003,1
46002,4
46003,2
46004,38
46005,1
46007,2
46008,2
46012,24
47000,532
47005,2
47015,1
47019,5
47034,2
47036,2
47044,2
47045,1
47049,1
47050,1
47056,1
47058,2
47061,1
47066,8
47073,1
47078,1
47079,9
47080,8
47081,5
47083,4
47093,1
47107,1
47117,4
47122,1
sector,vocabulary
DAC,16392
sector,code
11110,166
11120,345
11130,103
11182,98
11220,219
11230,179
11240,83
11320,88
11330,215
11420,617
11430,64
12110,116
12181,46
12182,226
12191,136
12220,181
12230,155
12240,137
12250,49
12261,46
12262,13
12263,7
12281,53
13010,21
13020,113
13030,15
13040,44
13081,24
14010,67
14015,41
14020,41
14021,41
14022,22
14030,94
14031,155
14032,58
14040,10
14050,53
14081,11
15110,578
15111,45
15112,223
15113,3
15130,148
15150,291
15151,14
15152,7
15153,11
15160,334
15170,585
15210,6
15220,76
15230,35
15240,1
15250,12
15261,7
16010,288
16020,229
16030,14
16040,111
16050,204
16061,781
16062,4
16063,12
16064,18
21010,25
21020,45
21030,23
21040,18
21050,13
21061,1
21081,2
22010,44
22020,47
22030,22
22040,99
23010,28
23020,3
23030,33
23040,34
23050,1
23065,2
23066,1
23067,28
23068,25
23070,9
23081,13
23082,15
24010,14
24030,33
24040,33
24081,67
25010,63
31110,29
31120,169
31130,5
31140,77
31150,24
31161,163
31162,25
31163,54
31164,6
31165,10
31166,26
31181,51
31182,144
31191,6
31192,5
31193,1
31194,82
31195,7
31210,5
31220,20
31261,1
31281,35
31282,17
31310,12
31320,43
31381,18
31382,27
31391,2
32110,53
32120,11
32130,63
32140,23
32161,72
32162,4
32163,18
32164,2
32166,3
32168,10
32171,2
32172,5
32182,136
32210,1
32220,4
32262,4
32263,1
32265,5
32267,1
32310,15
33110,7
33120,5
33181,22
33210,87
41010,121
41020,66
41030,60
41040,129
41050,5
41081,59
41082,154
43010,239
43030,72
43040,212
43050,2
43081,499
43082,97
51010,4
52010,51
53030,32
60010,1
60020,6
60030,3
60040,2
60061,7
72010,542
72040,59
72050,53
73010,89
74010,59
91010,468
93010,131
99810,410
99820,2212
policy-marker,code
1,4477
2,2156
3,3535
4,1785
5,774
6,646
7,754
8,738
policy-marker,vocabulary
DAC,14865
policy-marker,significance
Incorrecto,1568
1,7140
2,6157
default-tied-status,code
ND,2740
3,712
4,5513
5,7427
default-flow-type,code
10,16392
default-aid-type,code
A01,16
A02,37
B01,193
B02,214
B03,511
B04,6
C01,8536
D01,612
D02,2350
E01,600
E02,488
F01,18
G01,468
H01,2212
H02,131
default-finance-type,code
110,16111
400,260
410,13
500,8
recipient-country,code
AFG,35
AGO,75
ALB,22
ARG,347
ARM,7
ATG,1
AZE,4
BDI,14
BEN,41
BFA,77
BGD,24
BIH,42
BLR,19
BLZ,3
BOL,552
BRA,301
BRB,2
CAF,10
CHL,276
CHN,126
CIV,66
CMR,97
COD,131
COG,23
COL,573
CPV,73
CRI,157
CUB,345
DJI,2
DOM,315
DZA,136
ECU,495
EGY,81
ERI,1
ETH,136
GAB,8
GEO,9
GHA,56
GIN,21
GMB,29
GNB,72
GNQ,69
GRD,1
GTM,566
GUY,1
HND,243
HRV,20
HTI,462
IDN,45
IND,204
IRN,9
IRQ,10
JAM,10
JOR,62
KAZ,6
KEN,63
KGZ,12
KHM,46
KNA,1
LBN,47
LBR,9
LBY,7
LCA,2
LKA,8
MAR,500
MDA,5
MDG,21
MEX,342
MKD,3
MLI,140
MMR,1
MNE,2
MNG,2
MOZ,174
MRT,113
MUS,1
MWI,23
MYS,4
NAM,19
NER,72
NES,4280
NGA,11
NIC,570
NPL,17
OMN,1
PAK,82
PAN,120
PER,869
PHL,79
PNG,1
PRY,229
PSE,267
RWA,34
SDN,29
SEN,282
SLE,20
SLV,487
SOM,7
SRB,23
STP,23
SYC,4
SYR,41
TCD,36
TGO,45
THA,16
TJK,1
TLS,16
TTO,3
TUN,126
TUR,32
TZA,41
UGA,25
UKR,21
URY,187
UZB,6
VEN,119
VNM,80
VUT,1
WSM,1
YEM,6
ZAF,15
ZMB,2
ZWE,8
recipient-region,code
71,225
130,1298
289,2272
298,110
389,3713
489,4053
498,300
543,485
625,85
679,339
789,422
798,16
889,7
998,3067
budget,type
None found
budget/value,currency
None found
budget/period-start,iso-date
None found
planned-disbursement/value,currency
None found
planned-disbursement/period-start,iso-date
None found
transaction/transaction-type,code
C,16392
D,16185
R,207
transaction/value,currency
Eur,32784
transaction/provider-org,ref
5,10536
6,244
7,86
8,148
9,848
10,240
11,178
12,180
13,202
14,446
15,8436
16,8726
18,88
19,42
20,2290
99,94
transaction/receiver-org,ref
ESP-0,3070
ESP-1,2
ESP-10,16
ESP-100,2
ESP-1000,2
ESP-1001,2
ESP-1002,2
ESP-1003,2
ESP-1004,4
ESP-1005,2
ESP-1006,2
ESP-1007,66
ESP-1008,2
ESP-1009,2
ESP-101,2
ESP-1010,2
ESP-1011,2
ESP-1012,4
ESP-1013,2
ESP-1014,2
ESP-1015,2
ESP-1016,8
ESP-1017,2
ESP-1018,2
ESP-1019,2
ESP-102,2
ESP-1020,2
ESP-1021,4
ESP-1022,2
ESP-1023,8
ESP-1024,2
ESP-1025,4
ESP-1026,2
ESP-1027,2
ESP-1028,2
ESP-1029,2
ESP-103,6
ESP-1030,2
ESP-1031,2
ESP-1032,48
ESP-1033,2
ESP-1034,2
ESP-1035,2
ESP-1036,2
ESP-1037,2
ESP-1038,10
ESP-1039,2
ESP-104,20
ESP-1040,2
ESP-1041,2
ESP-1042,2
ESP-1043,6
ESP-1044,2
ESP-1045,2
ESP-1046,2
ESP-1047,2
ESP-1048,2
ESP-1049,2
ESP-105,4
ESP-1050,2
ESP-1051,2
ESP-1052,2
ESP-1053,2
ESP-1054,2
ESP-1055,2
ESP-1056,2
ESP-1057,2
ESP-1058,2
ESP-1059,2
ESP-106,2
ESP-1060,2
ESP-1061,2
ESP-1062,6
ESP-1063,2
ESP-1064,4
ESP-1065,10
ESP-1066,2
ESP-1067,6
ESP-1068,2
ESP-1069,14
ESP-107,2
ESP-1070,2
ESP-1071,2
ESP-1072,2
ESP-1073,2
ESP-1074,2
ESP-1075,2
ESP-1076,4
ESP-1077,2
ESP-1078,6
ESP-1079,2
ESP-108,2
ESP-1080,10
ESP-1081,2
ESP-1082,2
ESP-1083,2
ESP-1084,2
ESP-1085,2
ESP-1086,2
ESP-1087,2
ESP-1088,2
ESP-1089,4
ESP-109,2
ESP-1090,4
ESP-1091,2
ESP-1092,2
ESP-1093,2
ESP-1094,2
ESP-1095,4
ESP-1096,2
ESP-1097,2
ESP-1098,2
ESP-1099,2
ESP-11,2
ESP-110,2
ESP-1100,4
ESP-1101,2
ESP-1102,2
ESP-1103,6
ESP-1104,2
ESP-1105,2
ESP-1106,2
ESP-1107,2
ESP-1108,2
ESP-1109,2
ESP-111,2
ESP-1110,2
ESP-1111,2
ESP-1112,2
ESP-1113,2
ESP-1114,8
ESP-1115,2
ESP-1116,2
ESP-1117,10
ESP-1118,2
ESP-1119,2
ESP-112,2
ESP-1120,2
ESP-1121,2
ESP-1122,2
ESP-1123,2
ESP-1124,2
ESP-1125,4
ESP-1126,2
ESP-1127,2
ESP-1128,2
ESP-1129,2
ESP-113,2
ESP-1130,2
ESP-1131,12
ESP-1132,2
ESP-1133,8
ESP-1134,2
ESP-1135,4
ESP-1136,2
ESP-1137,2
ESP-1138,2
ESP-1139,2
ESP-114,6
ESP-1140,4
ESP-1141,2
ESP-1142,4
ESP-1143,6
ESP-1144,2
ESP-1145,2
ESP-1146,2
ESP-1147,2
ESP-1148,2
ESP-1149,4
ESP-115,2
ESP-1150,2
ESP-1151,8
ESP-1152,2
ESP-1153,2
ESP-1154,4
ESP-1155,2
ESP-1156,2
ESP-1157,2
ESP-1158,2
ESP-1159,2
ESP-116,2
ESP-1160,12
ESP-1161,2
ESP-1162,2
ESP-1163,2
ESP-1164,4
ESP-1165,2
ESP-1166,2
ESP-1167,2
ESP-1168,28
ESP-1169,2
ESP-117,6
ESP-1170,6
ESP-1171,2
ESP-1172,2
ESP-1173,2
ESP-1174,2
ESP-1175,2
ESP-1176,2
ESP-1177,2
ESP-1178,2
ESP-1179,2
ESP-118,6
ESP-1180,2
ESP-1181,2
ESP-1182,2
ESP-1183,2
ESP-1184,2
ESP-1185,2
ESP-1186,2
ESP-1187,2
ESP-1188,2
ESP-1189,2
ESP-119,4
ESP-1190,2
ESP-1191,2
ESP-1192,6
ESP-1193,2
ESP-1194,2
ESP-1195,2
ESP-1196,8
ESP-1197,2
ESP-1198,2
ESP-1199,2
ESP-12,2
ESP-120,4
ESP-1200,4
ESP-1201,2
ESP-1203,2
ESP-1204,2
ESP-1205,2
ESP-1206,2
ESP-1207,2
ESP-1208,2
ESP-1209,2
ESP-121,6
ESP-1210,2
ESP-1211,2
ESP-1212,2
ESP-1213,4
ESP-1214,2
ESP-1215,2
ESP-1216,68
ESP-1217,2
ESP-1218,2
ESP-1219,2
ESP-122,4
ESP-1220,2
ESP-1221,2
ESP-1222,2
ESP-1223,4
ESP-1224,4
ESP-1225,10
ESP-1226,2
ESP-1227,2
ESP-1228,2
ESP-1229,8
ESP-123,8
ESP-1230,34
ESP-1231,4
ESP-1232,2
ESP-1233,2
ESP-1234,6
ESP-1235,2
ESP-1236,2
ESP-1237,2
ESP-1239,2
ESP-124,2
ESP-1240,2
ESP-1241,2
ESP-1242,2
ESP-1243,2
ESP-1244,2
ESP-1245,18
ESP-1246,18
ESP-1247,2
ESP-1248,2
ESP-1249,2
ESP-125,2
ESP-1250,2
ESP-1251,2
ESP-1252,4
ESP-1253,12
ESP-1254,2
ESP-1255,2
ESP-1256,2
ESP-1257,2
ESP-1258,6
ESP-1259,2
ESP-126,8
ESP-1260,2
ESP-1261,86
ESP-1262,80
ESP-1263,2
ESP-1264,2
ESP-1265,2
ESP-1266,2
ESP-1267,2
ESP-1268,6
ESP-1269,2
ESP-127,6
ESP-1270,8
ESP-1271,2
ESP-1272,14
ESP-1273,2
ESP-1274,2
ESP-1275,2
ESP-1276,2
ESP-1277,2
ESP-1278,2
ESP-1279,2
ESP-128,4
ESP-1280,2
ESP-1281,2
ESP-1282,2
ESP-1283,2
ESP-1284,2
ESP-1285,4
ESP-1286,2
ESP-1287,2
ESP-1288,2
ESP-1289,2
ESP-129,2
ESP-1290,2
ESP-1291,2
ESP-1292,2
ESP-1293,2
ESP-1294,8
ESP-1295,24
ESP-1296,4
ESP-1297,2
ESP-1298,16
ESP-1299,22
ESP-13,2
ESP-130,2
ESP-1300,2
ESP-1301,6
ESP-1302,2
ESP-1303,2
ESP-1304,38
ESP-1305,4
ESP-1306,2
ESP-1307,2
ESP-1308,2
ESP-1309,2
ESP-131,2
ESP-1310,2
ESP-1311,2
ESP-1312,4
ESP-1313,2
ESP-1314,2
ESP-1315,4
ESP-1316,6
ESP-1317,2
ESP-1318,10
ESP-1319,2
ESP-132,8
ESP-1320,2
ESP-1321,4
ESP-1322,2
ESP-1324,4
ESP-1325,2
ESP-1326,2
ESP-1327,2
ESP-1328,2
ESP-1329,2
ESP-133,4
ESP-1330,2
ESP-1331,2
ESP-1332,2
ESP-1333,2
ESP-1334,2
ESP-1335,2
ESP-1336,2
ESP-1337,2
ESP-1338,2
ESP-1339,30
ESP-134,2
ESP-1340,2
ESP-1341,2
ESP-1342,2
ESP-1343,4
ESP-1344,2
ESP-1345,2
ESP-1346,2
ESP-1347,2
ESP-1348,2
ESP-1349,6
ESP-135,4
ESP-1350,2
ESP-1351,2
ESP-1352,2
ESP-1353,2
ESP-1354,2
ESP-1355,2
ESP-1357,2
ESP-1358,2
ESP-1359,2
ESP-136,2
ESP-1360,4
ESP-1361,2
ESP-1362,2
ESP-1363,2
ESP-1364,2
ESP-1365,2
ESP-1366,2
ESP-1367,44
ESP-1369,44
ESP-137,2
ESP-1370,2
ESP-1371,2
ESP-1372,2
ESP-1373,4
ESP-1375,2
ESP-1376,2
ESP-1377,2
ESP-1378,4
ESP-1379,34
ESP-138,2
ESP-1380,10
ESP-1381,2
ESP-1382,2
ESP-1383,10
ESP-1384,2
ESP-1385,2
ESP-1386,2
ESP-1387,2
ESP-1388,2
ESP-1389,2
ESP-139,2
ESP-1390,2
ESP-1391,2
ESP-1392,2
ESP-1393,4
ESP-1394,2
ESP-1395,2
ESP-1396,22
ESP-1397,2
ESP-1398,2
ESP-1399,2
ESP-14,22
ESP-140,2
ESP-1400,2
ESP-1401,2
ESP-1402,20
ESP-1403,6
ESP-1404,2
ESP-1405,2
ESP-1406,2
ESP-1407,2
ESP-1408,4
ESP-1409,2
ESP-141,2
ESP-1410,2
ESP-1411,10
ESP-1413,2
ESP-1414,2
ESP-1415,4
ESP-1416,6
ESP-142,2
ESP-1420,6
ESP-1421,24
ESP-1422,2
ESP-1423,2
ESP-1424,2
ESP-1425,2
ESP-1426,2
ESP-1427,2
ESP-1428,2
ESP-1429,2
ESP-143,2
ESP-1430,2
ESP-1431,2
ESP-1432,4
ESP-1433,2
ESP-1434,20
ESP-1435,2
ESP-1436,6
ESP-1437,6
ESP-1438,8
ESP-1439,2
ESP-144,2
ESP-1440,4
ESP-1441,2
ESP-1442,2
ESP-1443,2
ESP-1444,2
ESP-1445,2
ESP-1446,2
ESP-1447,2
ESP-1448,2
ESP-1449,2
ESP-145,2
ESP-1450,2
ESP-1451,2
ESP-1452,2
ESP-1453,6
ESP-1454,6
ESP-1455,2
ESP-1456,2
ESP-1457,2
ESP-1458,2
ESP-1459,20
ESP-146,2
ESP-1460,2
ESP-1461,2
ESP-1462,2
ESP-1463,4
ESP-1464,2
ESP-1465,2
ESP-1466,2
ESP-1467,2
ESP-1468,2
ESP-1469,2
ESP-147,6
ESP-1470,2
ESP-1471,2
ESP-1472,2
ESP-1473,2
ESP-1474,2
ESP-1475,2
ESP-1476,2
ESP-1477,2
ESP-1478,8
ESP-1479,2
ESP-148,2
ESP-1480,4
ESP-1481,2
ESP-1482,2
ESP-1483,2
ESP-1484,6
ESP-1485,2
ESP-1486,2
ESP-1487,2
ESP-1488,2
ESP-1489,4
ESP-149,2
ESP-1490,2
ESP-1491,2
ESP-1492,2
ESP-1493,2
ESP-1494,2
ESP-1495,2
ESP-1496,2
ESP-1497,10
ESP-1498,2
ESP-1499,2
ESP-150,2
ESP-1500,2
ESP-1501,2
ESP-1502,4
ESP-1503,2
ESP-1504,2
ESP-1505,4
ESP-1506,2
ESP-1507,2
ESP-1508,2
ESP-1509,4
ESP-151,2
ESP-1510,2
ESP-1511,4
ESP-1512,2
ESP-1513,14
ESP-1514,2
ESP-1515,2
ESP-1516,2
ESP-1517,4
ESP-1518,2
ESP-1519,16
ESP-152,4
ESP-1520,16
ESP-1522,6
ESP-1523,30
ESP-1525,110
ESP-1526,74
ESP-1527,2
ESP-1528,2
ESP-1529,28
ESP-153,2
ESP-1530,12
ESP-1531,4
ESP-1532,2
ESP-1533,4
ESP-1534,10
ESP-1535,14
ESP-1536,4
ESP-1537,6
ESP-1538,36
ESP-1539,2
ESP-154,6
ESP-1540,2
ESP-1541,2
ESP-1542,2
ESP-1543,2
ESP-1544,2
ESP-1545,2
ESP-1546,4
ESP-1547,2
ESP-1548,2
ESP-1549,34
ESP-155,4
ESP-1550,6
ESP-1551,2
ESP-1552,2
ESP-1553,2
ESP-1554,2
ESP-1555,2
ESP-1556,2
ESP-1557,2
ESP-1558,2
ESP-1559,2
ESP-156,2
ESP-1560,2
ESP-1561,2
ESP-1562,2
ESP-1563,2
ESP-1564,2
ESP-1565,2
ESP-1566,2
ESP-1567,2
ESP-1568,2
ESP-1569,2
ESP-157,4
ESP-1570,2
ESP-1571,2
ESP-1572,38
ESP-1573,2
ESP-1574,2
ESP-1575,2
ESP-1576,2
ESP-1577,6
ESP-1578,472
ESP-1579,2
ESP-158,4
ESP-1580,2
ESP-1581,2
ESP-1582,6
ESP-1583,2
ESP-1584,2
ESP-1585,10
ESP-1586,14
ESP-1587,2
ESP-1588,2
ESP-1589,2
ESP-159,6
ESP-1590,2
ESP-1591,2
ESP-1592,14
ESP-1593,4
ESP-1594,2
ESP-1595,2
ESP-1596,8
ESP-1597,2
ESP-1598,2
ESP-1599,4
ESP-16,2
ESP-160,2
ESP-1600,2
ESP-1601,2
ESP-1602,2
ESP-1603,2
ESP-1604,2
ESP-1605,6
ESP-1606,6
ESP-1607,12
ESP-1608,2
ESP-1609,2
ESP-161,2
ESP-1610,2
ESP-1611,2
ESP-1612,4
ESP-1613,8
ESP-1614,2
ESP-1615,2
ESP-1616,2
ESP-1617,2
ESP-1618,2
ESP-1619,2
ESP-162,6
ESP-1620,2
ESP-1621,2
ESP-1622,2
ESP-1623,2
ESP-1624,2
ESP-1625,2
ESP-1626,2
ESP-1627,2
ESP-1628,2
ESP-1629,2
ESP-163,2
ESP-1630,2
ESP-1631,2
ESP-1632,2
ESP-1633,2
ESP-1634,2
ESP-1635,2
ESP-1636,2
ESP-1637,2
ESP-1638,2
ESP-1639,2
ESP-164,10
ESP-1640,2
ESP-1641,44
ESP-1642,16
ESP-1643,2
ESP-1644,2
ESP-1645,2
ESP-1646,10
ESP-1647,4
ESP-1648,6
ESP-1649,2
ESP-165,4
ESP-1650,2
ESP-1651,2
ESP-1652,2
ESP-1653,2
ESP-1654,10
ESP-1655,2
ESP-1656,2
ESP-1657,2
ESP-1658,6
ESP-1659,2
ESP-166,2
ESP-1660,2
ESP-1661,2
ESP-1662,2
ESP-1663,4
ESP-1664,4
ESP-1665,2
ESP-1666,2
ESP-1667,4
ESP-1668,2
ESP-1669,2
ESP-167,4
ESP-1670,2
ESP-1671,2
ESP-1672,2
ESP-1673,2
ESP-1674,10
ESP-1675,2
ESP-1676,10
ESP-1677,90
ESP-1678,6
ESP-1679,2
ESP-168,2
ESP-1680,10
ESP-1681,2
ESP-1683,8
ESP-1684,18
ESP-1685,2736
ESP-1686,6
ESP-1687,8
ESP-1688,2
ESP-1689,2
ESP-169,2
ESP-1690,2
ESP-1691,2
ESP-1692,4
ESP-1693,4
ESP-1694,2
ESP-1695,2
ESP-1696,2
ESP-1697,2
ESP-1698,26
ESP-1699,2
ESP-170,2
ESP-1700,126
ESP-1701,2
ESP-1702,2
ESP-1703,2
ESP-1704,2
ESP-1706,130
ESP-1707,2
ESP-1708,2
ESP-1709,12
ESP-171,2
ESP-1710,4
ESP-1711,2
ESP-1712,2
ESP-1713,2
ESP-1714,2
ESP-1715,24
ESP-1716,46
ESP-1717,12
ESP-1718,6
ESP-1719,2
ESP-172,2
ESP-1720,2
ESP-1721,2
ESP-1722,2
ESP-1723,2
ESP-1724,4
ESP-1725,2
ESP-1726,8
ESP-1727,2
ESP-1728,2
ESP-1729,4
ESP-173,4
ESP-1730,2
ESP-1731,2
ESP-1732,2
ESP-1733,6
ESP-1734,2
ESP-1735,2
ESP-1736,2
ESP-1737,4
ESP-1738,2
ESP-1739,4
ESP-174,2
ESP-1740,2
ESP-1741,2
ESP-1742,4
ESP-1744,12
ESP-1745,60
ESP-1746,20
ESP-1747,2
ESP-1748,2
ESP-1749,2
ESP-175,6
ESP-1750,2
ESP-1751,2
ESP-1752,4
ESP-1753,2
ESP-1754,4
ESP-1755,4
ESP-1756,2
ESP-1757,2
ESP-1758,2
ESP-1759,2
ESP-176,2
ESP-1760,2
ESP-1761,100
ESP-1762,2
ESP-1763,2
ESP-1764,2
ESP-1765,4
ESP-1766,222
ESP-1767,2
ESP-1768,20
ESP-1769,2
ESP-177,4
ESP-1770,4
ESP-1771,4
ESP-1772,6
ESP-1773,2
ESP-1774,6
ESP-1775,2
ESP-1776,2
ESP-1777,4
ESP-1778,6
ESP-1779,2
ESP-178,2
ESP-1780,2
ESP-1781,2
ESP-1782,4
ESP-1783,22
ESP-1784,4
ESP-1785,6
ESP-1786,2
ESP-1787,2
ESP-1788,2
ESP-1789,6
ESP-179,2
ESP-1790,2
ESP-1791,2
ESP-1792,2
ESP-1793,4
ESP-1794,2
ESP-1795,2
ESP-1796,2
ESP-1797,2
ESP-1798,2
ESP-1799,4
ESP-18,2
ESP-180,10
ESP-1800,2
ESP-1801,2
ESP-1802,16
ESP-1803,6
ESP-1804,2
ESP-1805,22
ESP-1806,8
ESP-1807,2
ESP-1808,2
ESP-1809,2
ESP-181,2
ESP-1810,2
ESP-1811,2
ESP-1812,2
ESP-1813,4
ESP-1814,2
ESP-1815,124
ESP-1816,6
ESP-1817,2
ESP-1818,4
ESP-1819,2
ESP-182,2
ESP-1820,2
ESP-1821,2
ESP-1822,2
ESP-1823,2
ESP-1824,4
ESP-1825,2
ESP-1826,2
ESP-1827,2
ESP-1828,2
ESP-1829,2
ESP-183,2
ESP-1830,2
ESP-1831,4
ESP-1832,44
ESP-1833,8
ESP-1834,2
ESP-1835,2
ESP-1836,2
ESP-1837,2
ESP-1838,20
ESP-1839,2
ESP-184,2
ESP-1840,2
ESP-1841,6
ESP-1842,2
ESP-1843,2
ESP-1844,2
ESP-1845,2
ESP-1846,2
ESP-1847,2
ESP-1848,2
ESP-1849,2
ESP-185,6
ESP-1850,2
ESP-1851,2
ESP-1852,2
ESP-1853,6
ESP-1854,34
ESP-1855,4
ESP-1856,2
ESP-1857,2
ESP-1858,4
ESP-1859,2
ESP-186,2
ESP-1860,2
ESP-1861,2
ESP-1863,6
ESP-1864,4
ESP-1865,2
ESP-1866,162
ESP-1867,58
ESP-1868,2
ESP-1869,2
ESP-187,2
ESP-1870,2
ESP-1871,2
ESP-1872,4
ESP-1873,6
ESP-1874,6
ESP-1875,2
ESP-1876,2
ESP-1877,2
ESP-1878,4
ESP-1879,4
ESP-188,8
ESP-1880,2
ESP-1881,4
ESP-1882,6
ESP-1883,2
ESP-1884,2
ESP-1885,4
ESP-1886,2
ESP-1887,4
ESP-1888,2
ESP-1889,8
ESP-189,2
ESP-1890,2
ESP-1891,2
ESP-1892,2
ESP-1893,2
ESP-1894,6
ESP-1895,2
ESP-1896,4
ESP-1897,2
ESP-1898,6
ESP-1899,2
ESP-19,2
ESP-190,6
ESP-1900,2
ESP-1901,2
ESP-1902,2
ESP-1903,2
ESP-1904,2
ESP-1905,2
ESP-1906,2
ESP-1907,4
ESP-1908,2
ESP-1909,2
ESP-191,4
ESP-1910,2
ESP-1911,2
ESP-1912,30
ESP-1913,4
ESP-1914,2
ESP-1915,6
ESP-1916,2
ESP-1917,30
ESP-1918,2
ESP-1919,2
ESP-192,4
ESP-1920,2
ESP-1921,18
ESP-1922,2
ESP-1923,8
ESP-1924,2
ESP-1925,2
ESP-1926,8
ESP-1927,36
ESP-1928,4
ESP-1929,4
ESP-193,6
ESP-1930,4
ESP-1931,16
ESP-1932,2
ESP-1933,4
ESP-1934,2
ESP-1935,26
ESP-1936,2
ESP-1937,2
ESP-1938,4
ESP-1939,6
ESP-194,2
ESP-1940,6
ESP-1941,18
ESP-1942,8
ESP-1943,2
ESP-1944,2
ESP-1945,4
ESP-1946,2
ESP-1947,2
ESP-1948,32
ESP-1949,2
ESP-195,2
ESP-1950,2
ESP-1951,2
ESP-1952,2
ESP-1953,8
ESP-1954,10
ESP-1955,2
ESP-1956,6
ESP-1957,2
ESP-1958,4
ESP-1959,2
ESP-196,2
ESP-1960,2
ESP-1961,2
ESP-1962,4
ESP-1963,2
ESP-1964,14
ESP-1965,2
ESP-1966,2
ESP-1967,2
ESP-1968,2
ESP-1969,2
ESP-197,2
ESP-1970,2
ESP-1971,2
ESP-1972,2
ESP-1973,2
ESP-1974,2
ESP-1976,2
ESP-1977,2
ESP-1978,2
ESP-1979,34
ESP-198,2
ESP-1980,2
ESP-1981,2
ESP-1982,4
ESP-1983,6
ESP-1984,2
ESP-1985,4
ESP-1986,2
ESP-1987,24
ESP-1988,10
ESP-1989,62
ESP-199,4
ESP-1990,4
ESP-1991,2
ESP-1992,4
ESP-1993,4
ESP-1994,4
ESP-1995,4
ESP-1996,6
ESP-1997,2
ESP-1998,2
ESP-1999,2
ESP-2,2
ESP-20,4
ESP-200,2
ESP-2000,8
ESP-2001,10
ESP-2002,2
ESP-2003,2
ESP-2004,2
ESP-2005,8
ESP-2006,2
ESP-2007,2
ESP-2008,4
ESP-2009,2
ESP-201,2
ESP-2010,2
ESP-2011,4
ESP-2012,4
ESP-2013,10
ESP-2014,2
ESP-2015,2
ESP-2016,2
ESP-2017,2
ESP-2018,6
ESP-2019,6
ESP-202,4
ESP-2020,2
ESP-2021,20
ESP-2022,2
ESP-2023,10
ESP-2024,54
ESP-2025,2
ESP-2026,4
ESP-2027,2
ESP-2028,2
ESP-2029,2
ESP-203,2
ESP-2030,30
ESP-2031,28
ESP-2032,24
ESP-2033,2
ESP-2034,2
ESP-2035,2
ESP-2036,2
ESP-2037,2
ESP-2038,2
ESP-2039,2
ESP-204,2
ESP-2040,8
ESP-2041,2
ESP-2042,2
ESP-2043,2
ESP-2044,2
ESP-2045,40
ESP-2046,2
ESP-2047,4
ESP-2048,54
ESP-2049,2
ESP-205,2
ESP-2050,2
ESP-2051,8
ESP-2052,2
ESP-2053,2
ESP-2054,4
ESP-2055,2
ESP-2056,8
ESP-2057,6
ESP-2058,8
ESP-2059,2
ESP-206,2
ESP-2060,4
ESP-2061,2
ESP-2062,2
ESP-2063,2
ESP-2064,2
ESP-2065,2
ESP-2066,16
ESP-2067,28
ESP-2068,2
ESP-2069,2
ESP-207,2
ESP-2070,2
ESP-2071,4
ESP-2072,2
ESP-2073,2
ESP-2074,2
ESP-2075,2
ESP-2076,8
ESP-2077,4
